model,image_key,prompt,gen_img_path
CogView_Metadata,MEN-Denim-id_00000089-28_1_front.jpg,"This gentleman is wearing a medium-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. This gentleman wears a long trousers. The trousers are with cotton fabric and solid color patterns. | gender: MEN, category: Denim, view: front, sleeve_length: medium-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: lapel, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/MEN-Denim-id_00000089-28_1_front.jpg
CogView,MEN-Denim-id_00000089-29_7_additional.jpg,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns.",image_generated/CogView/MEN-Denim-id_00000089-29_7_additional.jpg
CogView_Metadata,MEN-Denim-id_00000089-29_7_additional.jpg,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns. | gender: MEN, category: Denim, view: additional, sleeve_length: long-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/MEN-Denim-id_00000089-29_7_additional.jpg
CogView,MEN-Denim-id_00000089-44_7_additional.jpg,This man is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns.,image_generated/CogView/MEN-Denim-id_00000089-44_7_additional.jpg
CogView_Metadata,MEN-Denim-id_00000089-44_7_additional.jpg,"This man is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns. | gender: MEN, category: Denim, view: additional, sleeve_length: short-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: lapel, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/MEN-Denim-id_00000089-44_7_additional.jpg
CogView,MEN-Denim-id_00000089-45_7_additional.jpg,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns.",image_generated/CogView/MEN-Denim-id_00000089-45_7_additional.jpg
CogView_Metadata,MEN-Denim-id_00000089-45_7_additional.jpg,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns. | gender: MEN, category: Denim, view: additional, sleeve_length: short-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: lapel, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/MEN-Denim-id_00000089-45_7_additional.jpg
CogView,MEN-Denim-id_00000089-46_7_additional.jpg,This man wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The trousers this man wears is of long length. The trousers are with cotton fabric and pure color patterns.,image_generated/CogView/MEN-Denim-id_00000089-46_7_additional.jpg
CogView_Metadata,MEN-Denim-id_00000089-46_7_additional.jpg,"This man wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The trousers this man wears is of long length. The trousers are with cotton fabric and pure color patterns. | gender: MEN, category: Denim, view: additional, sleeve_length: short-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: lapel, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/MEN-Denim-id_00000089-46_7_additional.jpg
CogView,MEN-Jackets_Vests-id_00000084-08_2_side.jpg,"The shirt this gentleman wears has long sleeves, its fabric is mixed, and it has mixed patterns. The shirt has a crew neckline. The outer clothing this person wears is with cotton fabric and color block patterns.",image_generated/CogView/MEN-Jackets_Vests-id_00000084-08_2_side.jpg
CogView_Metadata,MEN-Jackets_Vests-id_00000084-08_2_side.jpg,"The shirt this gentleman wears has long sleeves, its fabric is mixed, and it has mixed patterns. The shirt has a crew neckline. The outer clothing this person wears is with cotton fabric and color block patterns. | gender: MEN, category: Jackets_Vests, view: side, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: NA, lower_fabric: cotton, outer_fabric: cotton, upper_color: NA, lower_color: lattice, outer_color: color block",image_generated/CogView_Metadata/MEN-Jackets_Vests-id_00000084-08_2_side.jpg
CogView,MEN-Jackets_Vests-id_00003336-09_2_side.jpg,The sweater the person wears has long sleeves and it is with cotton fabric and pure color patterns. The outer clothing is with cotton fabric and pure color patterns.,image_generated/CogView/MEN-Jackets_Vests-id_00003336-09_2_side.jpg
CogView_Metadata,MEN-Jackets_Vests-id_00003336-09_2_side.jpg,"The sweater the person wears has long sleeves and it is with cotton fabric and pure color patterns. The outer clothing is with cotton fabric and pure color patterns. | gender: MEN, category: Jackets_Vests, view: side, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: cotton, upper_color: pure color, lower_color: pure color, outer_color: pure color",image_generated/CogView_Metadata/MEN-Jackets_Vests-id_00003336-09_2_side.jpg
CogView,MEN-Jackets_Vests-id_00003336-09_3_back.jpg,The shirt the gentleman wears has long sleeves and it is with cotton fabric and solid color patterns. The outer clothing is with cotton fabric and pure color patterns.,image_generated/CogView/MEN-Jackets_Vests-id_00003336-09_3_back.jpg
CogView_Metadata,MEN-Jackets_Vests-id_00003336-09_3_back.jpg,"The shirt the gentleman wears has long sleeves and it is with cotton fabric and solid color patterns. The outer clothing is with cotton fabric and pure color patterns. | gender: MEN, category: Jackets_Vests, view: back, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: NA, neckwear: NA, wrist_wearing: NA, ring: NA, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: cotton, upper_color: pure color, lower_color: pure color, outer_color: pure color",image_generated/CogView_Metadata/MEN-Jackets_Vests-id_00003336-09_3_back.jpg
CogView,MEN-Jackets_Vests-id_00003336-09_4_full.jpg,"The sweater this man wears has long sleeves and it is with cotton fabric and solid color patterns. The neckline of the sweater is round. This man wears a long trousers, with cotton fabric and solid color patterns. The outer clothing this person wears is with cotton fabric and solid color patterns.",image_generated/CogView/MEN-Jackets_Vests-id_00003336-09_4_full.jpg
CogView_Metadata,MEN-Jackets_Vests-id_00003336-09_4_full.jpg,"The sweater this man wears has long sleeves and it is with cotton fabric and solid color patterns. The neckline of the sweater is round. This man wears a long trousers, with cotton fabric and solid color patterns. The outer clothing this person wears is with cotton fabric and solid color patterns. | gender: MEN, category: Jackets_Vests, view: full, sleeve_length: long-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: NA, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: cotton, upper_color: pure color, lower_color: pure color, outer_color: pure color",image_generated/CogView_Metadata/MEN-Jackets_Vests-id_00003336-09_4_full.jpg
CogView,MEN-Jackets_Vests-id_00003336-09_7_additional.jpg,"This gentleman wears a long-sleeve shirt with solid color patterns and long trousers. The shirt is with cotton fabric and it has a round neckline. The trousers are with cotton fabric and pure color patterns. The gentleman also wears an outer clothing, with cotton fabric and solid color patterns.",image_generated/CogView/MEN-Jackets_Vests-id_00003336-09_7_additional.jpg
CogView_Metadata,MEN-Jackets_Vests-id_00003336-09_7_additional.jpg,"This gentleman wears a long-sleeve shirt with solid color patterns and long trousers. The shirt is with cotton fabric and it has a round neckline. The trousers are with cotton fabric and pure color patterns. The gentleman also wears an outer clothing, with cotton fabric and solid color patterns. | gender: MEN, category: Jackets_Vests, view: additional, sleeve_length: long-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: NA, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: cotton, upper_color: pure color, lower_color: pure color, outer_color: pure color",image_generated/CogView_Metadata/MEN-Jackets_Vests-id_00003336-09_7_additional.jpg
CogView,WOMEN-Sweaters-id_00007927-03_7_additional.jpg,The sweater the female wears has long sleeves and it is with knitting fabric and pure color patterns. The neckline of the sweater is stand. There is a ring on her finger.,image_generated/CogView/WOMEN-Sweaters-id_00007927-03_7_additional.jpg
CogView_Metadata,WOMEN-Sweaters-id_00007927-03_7_additional.jpg,"The sweater the female wears has long sleeves and it is with knitting fabric and pure color patterns. The neckline of the sweater is stand. There is a ring on her finger. | gender: WOMEN, category: Sweaters, view: additional, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: standing, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: knitted, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweaters-id_00007927-03_7_additional.jpg
CogView,WOMEN-Sweaters-id_00007927-04_1_front.jpg,The female wears a long-sleeve shirt with pure color patterns. The shirt is with knitting fabric. It has a stand neckline. This person is wearing a ring on her finger.,image_generated/CogView/WOMEN-Sweaters-id_00007927-04_1_front.jpg
CogView_Metadata,WOMEN-Sweaters-id_00007927-04_1_front.jpg,"The female wears a long-sleeve shirt with pure color patterns. The shirt is with knitting fabric. It has a stand neckline. This person is wearing a ring on her finger. | gender: WOMEN, category: Sweaters, view: front, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: standing, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: knitted, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: lattice, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweaters-id_00007927-04_1_front.jpg
CogView,WOMEN-Sweaters-id_00007927-04_3_back.jpg,This lady wears a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric. There is a ring on her finger.,image_generated/CogView/WOMEN-Sweaters-id_00007927-04_3_back.jpg
CogView_Metadata,WOMEN-Sweaters-id_00007927-04_3_back.jpg,"This lady wears a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric. There is a ring on her finger. | gender: WOMEN, category: Sweaters, view: back, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: knitted, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: lattice, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweaters-id_00007927-04_3_back.jpg
CogView,WOMEN-Sweaters-id_00007927-04_4_full.jpg,"The shirt this woman wears has medium sleeves, its fabric is knitting, and it has pure color patterns. The shirt has a stand neckline. This woman wears a long trousers, with cotton fabric and lattice patterns. This lady is wearing a ring on her finger.",image_generated/CogView/WOMEN-Sweaters-id_00007927-04_4_full.jpg
CogView_Metadata,WOMEN-Sweaters-id_00007927-04_4_full.jpg,"The shirt this woman wears has medium sleeves, its fabric is knitting, and it has pure color patterns. The shirt has a stand neckline. This woman wears a long trousers, with cotton fabric and lattice patterns. This lady is wearing a ring on her finger. | gender: WOMEN, category: Sweaters, view: full, sleeve_length: medium-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: standing, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: knitted, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: lattice, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweaters-id_00007927-04_4_full.jpg
CogView,WOMEN-Sweaters-id_00007927-04_7_additional.jpg,"The sweater the person wears has long sleeves, its fabric is knitting, and it has pure color patterns. The sweater has a stand neckline. This female is wearing a ring on her finger.",image_generated/CogView/WOMEN-Sweaters-id_00007927-04_7_additional.jpg
CogView_Metadata,WOMEN-Sweaters-id_00007927-04_7_additional.jpg,"The sweater the person wears has long sleeves, its fabric is knitting, and it has pure color patterns. The sweater has a stand neckline. This female is wearing a ring on her finger. | gender: WOMEN, category: Sweaters, view: additional, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: standing, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: knitted, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: lattice, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweaters-id_00007927-04_7_additional.jpg
CogView,WOMEN-Sweatshirts_Hoodies-id_00000095-01_1_front.jpg,This lady wears a medium-sleeve shirt with graphic patterns and a three-point shorts. The shirt is with cotton fabric and its neckline is round. The shorts are with leather fabric and pure color patterns. There is an accessory in his her neck. The female is wearing a ring on her finger. The female is wearing a hat.,image_generated/CogView/WOMEN-Sweatshirts_Hoodies-id_00000095-01_1_front.jpg
CogView_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_1_front.jpg,"This lady wears a medium-sleeve shirt with graphic patterns and a three-point shorts. The shirt is with cotton fabric and its neckline is round. The shorts are with leather fabric and pure color patterns. There is an accessory in his her neck. The female is wearing a ring on her finger. The female is wearing a hat. | gender: WOMEN, category: Sweatshirts_Hoodies, view: front, sleeve_length: medium-sleeve, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_1_front.jpg
CogView,WOMEN-Sweatshirts_Hoodies-id_00000095-01_2_side.jpg,This woman is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. This woman wears a three-point shorts. The shorts are with leather fabric and solid color patterns. There is a ring on her finger.,image_generated/CogView/WOMEN-Sweatshirts_Hoodies-id_00000095-01_2_side.jpg
CogView_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_2_side.jpg,"This woman is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. This woman wears a three-point shorts. The shorts are with leather fabric and solid color patterns. There is a ring on her finger. | gender: WOMEN, category: Sweatshirts_Hoodies, view: side, sleeve_length: long-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_2_side.jpg
CogView,WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg,"The sweater the person wears has long sleeves and its fabric is cotton. The pattern of it is solid color. The person wears a three-point shorts, with leather fabric and solid color patterns. This female wears a ring.",image_generated/CogView/WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg
CogView_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg,"The sweater the person wears has long sleeves and its fabric is cotton. The pattern of it is solid color. The person wears a three-point shorts, with leather fabric and solid color patterns. This female wears a ring. | gender: WOMEN, category: Sweatshirts_Hoodies, view: back, sleeve_length: long-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_3_back.jpg
CogView,WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg,The person wears a long-sleeve sweater with graphic patterns and a three-point shorts. The sweater is with cotton fabric. The neckline of the sweater is round. The shorts are with leather fabric and solid color patterns. There is a ring on her finger. This woman wears socks in shoes. The person wears a hat.,image_generated/CogView/WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg
CogView_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg,"The person wears a long-sleeve sweater with graphic patterns and a three-point shorts. The sweater is with cotton fabric. The neckline of the sweater is round. The shorts are with leather fabric and solid color patterns. There is a ring on her finger. This woman wears socks in shoes. The person wears a hat. | gender: WOMEN, category: Sweatshirts_Hoodies, view: additional, sleeve_length: long-sleeve, lower_clothing_length: three-point, socks: socks, hat: yes, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000095-01_7_additional.jpg
CogView,WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg,This lady is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. The neckline of the sweater is round. This lady is wearing a ring on her finger.,image_generated/CogView/WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg
CogView_Metadata,WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg,"This lady is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric. The neckline of the sweater is round. This lady is wearing a ring on her finger. | gender: WOMEN, category: Sweatshirts_Hoodies, view: side, sleeve_length: long-sleeve, lower_clothing_length: NA, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: yes, waist_accessories: hidden, neckline: round, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Sweatshirts_Hoodies-id_00000121-01_2_side.jpg
CogView,WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg,"The tank top the lady wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank top has a suspenders neckline. The lady wears a three-point shorts, with denim fabric and solid color patterns. There is an accessory on her wrist. There is a hat in her head. There is an accessory in his her neck. There is a ring on her finger.",image_generated/CogView/WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg,"The tank top the lady wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank top has a suspenders neckline. The lady wears a three-point shorts, with denim fabric and solid color patterns. There is an accessory on her wrist. There is a hat in her head. There is an accessory in his her neck. There is a ring on her finger. | gender: WOMEN, category: Tees_Tanks, view: front, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: suspenders, outer_clothing_cardigan: no, upper_clothing_covers_navel: no, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000112-06_1_front.jpg
CogView,WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg,This female wears a tank tank top with pure color patterns. The tank top is with cotton fabric. The shorts this female wears is of three-point length. The shorts are with denim fabric and pure color patterns. There is an accessory in his her neck. There is a ring on her finger. There is an accessory on her wrist. This woman wears a hat.,image_generated/CogView/WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg,"This female wears a tank tank top with pure color patterns. The tank top is with cotton fabric. The shorts this female wears is of three-point length. The shorts are with denim fabric and pure color patterns. There is an accessory in his her neck. There is a ring on her finger. There is an accessory on her wrist. This woman wears a hat. | gender: WOMEN, category: Tees_Tanks, view: back, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000112-06_3_back.jpg
CogView,WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The pants the female wears is of three-point length. The pants are with denim fabric and pure color patterns. The lady has a hat in her head. The female wears a ring. There is an accessory on her wrist. This lady has neckwear.",image_generated/CogView/WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The pants the female wears is of three-point length. The pants are with denim fabric and pure color patterns. The lady has a hat in her head. The female wears a ring. There is an accessory on her wrist. This lady has neckwear. | gender: WOMEN, category: Tees_Tanks, view: additional, sleeve_length: sleeveless, lower_clothing_length: three-point, socks: NA, hat: yes, glasses: no, neckwear: yes, wrist_wearing: yes, ring: yes, waist_accessories: no, neckline: suspenders, outer_clothing_cardigan: no, upper_clothing_covers_navel: no, upper_fabric: cotton, lower_fabric: denim, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000112-06_7_additional.jpg
CogView,WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of three-point length. The fabric is leather and it has pure color patterns. The person is wearing a ring on her finger. There is an accessory on her wrist.",image_generated/CogView/WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. The lower clothing is of three-point length. The fabric is leather and it has pure color patterns. The person is wearing a ring on her finger. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: front, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: v-shape, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000113-01_1_front.jpg
CogView,WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg,This woman wears a short-sleeve T-shirt with graphic patterns and a three-point shorts. The T-shirt is with cotton fabric. The shorts are with leather fabric and solid color patterns. This woman wears a ring. There is an accessory on her wrist.,image_generated/CogView/WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg,"This woman wears a short-sleeve T-shirt with graphic patterns and a three-point shorts. The T-shirt is with cotton fabric. The shorts are with leather fabric and solid color patterns. This woman wears a ring. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: side, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: NA, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000113-01_2_side.jpg
CogView,WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg,The lady wears a short-sleeve T-shirt with graphic patterns and three-point pants. The T-shirt is with cotton fabric. The pants are with leather fabric and solid color patterns. The lady is wearing a ring on her finger. There is an accessory on her wrist.,image_generated/CogView/WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg
CogView_Metadata,WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg,"The lady wears a short-sleeve T-shirt with graphic patterns and three-point pants. The T-shirt is with cotton fabric. The pants are with leather fabric and solid color patterns. The lady is wearing a ring on her finger. There is an accessory on her wrist. | gender: WOMEN, category: Tees_Tanks, view: additional, sleeve_length: short-sleeve, lower_clothing_length: three-point, socks: NA, hat: no, glasses: no, neckwear: no, wrist_wearing: yes, ring: yes, waist_accessories: hidden, neckline: NA, outer_clothing_cardigan: NA, upper_clothing_covers_navel: NA, upper_fabric: cotton, lower_fabric: leather, outer_fabric: NA, upper_color: graphic, lower_color: pure color, outer_color: NA",image_generated/CogView_Metadata/WOMEN-Tees_Tanks-id_00000113-01_7_additional.jpg
Flux,MEN-Denim-id_00000089-28_1_front.jpg,This gentleman is wearing a medium-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. This gentleman wears a long trousers. The trousers are with cotton fabric and solid color patterns.,image_generated/Flux/MEN-Denim-id_00000089-28_1_front.jpg
Flux_Metadata,MEN-Denim-id_00000089-28_1_front.jpg,"This gentleman is wearing a medium-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. This gentleman wears a long trousers. The trousers are with cotton fabric and solid color patterns. | gender: MEN, category: Denim, view: front, sleeve_length: medium-sleeve, lower_clothing_length: long, socks: no, hat: no, glasses: no, neckwear: no, wrist_wearing: no, ring: no, waist_accessories: hidden, neckline: lapel, outer_clothing_cardigan: no, upper_clothing_covers_navel: yes, upper_fabric: cotton, lower_fabric: cotton, outer_fabric: NA, upper_color: pure color, lower_color: pure color, outer_color: NA",image_generated/Flux_Metadata/MEN-Denim-id_00000089-28_1_front.jpg
Flux,MEN-Denim-id_00000089-29_7_additional.jpg,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns.",image_generated/Flux/MEN-Denim-id_00000089-29_7_additional.jpg
